time,n_posterior,resolved_angle_rad,nonlinear_switch_probability,local_gaussian_mean,local_gaussian_sd,local_gaussian_switch_probability
3.6,12000,3.226649408084945,0.9795,-0.8452766444170227,0.01631331266286899,1.0
3.8,12000,3.1935189657065934,0.9331666666666667,-0.8264302742020515,0.03559225776444148,1.0
4.1,12000,3.1598619640718963,0.5941666666666666,-0.4431383193412466,1.3270104150976614,0.6307865763346494
