duration,physical_root,information_root,gap,final_resolved_angle
0.3,3.6400948324375806,2.8391428571428574,0.8009519752947232,3.186592653589793
0.45,4.155097306526392,3.770677966101695,0.38441934042469716,3.081592653589793
0.6,4.437469240011648,4.127142857142857,0.3103263828687908,3.126592653589793
