mission,negative_fraction
20190825N1,0.0707070707070707
20190826N1,0.3333333333333333
20190827N1,0.037037037037037
20190828N1,0.0462962962962962
20190829N1,0.2121212121212121
20190901N1,0.0
20190902N1,0.8888888888888888
20190903N1,0.1759259259259259
20190904N1,0.1851851851851851
